timestamp,command
2024-11-10 22:49:49.709700,get_red
2024-11-10 22:49:49.760816,get_red
2024-11-10 22:49:49.797723,get_red
2024-11-10 22:49:49.836589,get_red
2024-11-10 22:49:49.872609,get_red
2024-11-10 22:49:49.910808,get_red
2024-11-10 22:49:49.949797,get_red
2024-11-10 22:49:49.987373,get_red
2024-11-10 22:49:50.026367,get_red
2024-11-10 22:49:50.063294,get_red
2024-11-10 22:49:50.099849,get_red
2024-11-10 22:49:50.137987,get_red
2024-11-10 22:49:50.174452,get_red
2024-11-10 22:49:50.210656,get_red
2024-11-10 22:49:50.246320,get_red
2024-11-10 22:49:50.282799,get_red
2024-11-10 22:49:50.319737,get_red
2024-11-10 22:49:50.355878,get_red
2024-11-10 22:49:50.393032,get_red
2024-11-10 22:49:50.429264,get_red
2024-11-10 22:49:50.465483,get_red
2024-11-10 22:49:50.500786,get_red
2024-11-10 22:49:50.536274,get_red
2024-11-10 22:49:50.572952,get_red
2024-11-10 22:49:50.608526,get_red
2024-11-10 22:49:50.645514,get_red
2024-11-10 22:49:50.681129,get_red
2024-11-10 22:49:50.716965,get_red
2024-11-10 22:49:50.754470,get_red
2024-11-10 22:49:50.790305,get_red
2024-11-10 22:49:50.826593,get_red
2024-11-10 22:49:50.863578,get_red
2024-11-10 22:49:50.901702,get_red
2024-11-10 22:49:50.938791,get_red
2024-11-10 22:49:50.974778,get_red
2024-11-10 22:49:51.011216,get_red
2024-11-10 22:49:51.046727,get_red
2024-11-10 22:49:51.082259,get_red
2024-11-10 22:49:51.118155,get_red
2024-11-10 22:49:51.157302,get_red
2024-11-10 22:49:51.193293,get_red
2024-11-10 22:49:51.229249,get_red
2024-11-10 22:49:51.265644,get_red
2024-11-10 22:49:51.302415,get_red
2024-11-10 22:49:51.339354,get_red
2024-11-10 22:49:51.378927,get_red
2024-11-10 22:49:51.417520,get_red
2024-11-10 22:49:51.453473,get_red
2024-11-10 22:49:51.491417,get_red
2024-11-10 22:49:51.527911,get_red
2024-11-10 22:49:51.564122,get_red
2024-11-10 22:49:51.600021,get_red
2024-11-10 22:49:51.646285,get_red
2024-11-10 22:49:51.683946,get_red
2024-11-10 22:49:51.721143,get_red
2024-11-10 22:49:51.756533,get_red
2024-11-10 22:49:51.794023,get_red
2024-11-10 22:49:51.829759,get_red
2024-11-10 22:49:51.866056,get_red
2024-11-10 22:49:51.903338,get_red
2024-11-10 22:49:51.940761,get_red
2024-11-10 22:49:51.977223,get_red
2024-11-10 22:49:52.014628,get_red
2024-11-10 22:49:52.051955,get_red
2024-11-10 22:49:52.091124,get_red
2024-11-10 22:49:52.129538,get_red
2024-11-10 22:49:52.165488,get_red
2024-11-10 22:49:52.201357,get_red
2024-11-10 22:49:52.237903,get_red
2024-11-10 22:49:52.273965,get_red
2024-11-10 22:49:52.309843,get_red
2024-11-10 22:49:52.345976,get_red
2024-11-10 22:49:52.381518,get_red
2024-11-10 22:49:52.419390,get_red
2024-11-10 22:49:52.454964,get_red
2024-11-10 22:49:52.490688,get_red
2024-11-10 22:49:52.527086,get_red
2024-11-10 22:49:52.564139,get_red
2024-11-10 22:49:52.600461,get_red
2024-11-10 22:49:52.637740,get_red
2024-11-10 22:49:52.674582,get_red
2024-11-10 22:49:52.711014,get_red
2024-11-10 22:49:52.746232,get_red
2024-11-10 22:49:52.782291,get_red
2024-11-10 22:49:52.818891,get_red
2024-11-10 22:49:52.856194,get_red
2024-11-10 22:49:52.891288,get_red
2024-11-10 22:49:52.927435,get_red
2024-11-10 22:49:52.965144,get_red
2024-11-10 22:49:53.002132,get_red
2024-11-10 22:49:53.039723,get_red
2024-11-10 22:49:53.076590,get_red
2024-11-10 22:49:53.113147,get_red
2024-11-10 22:49:53.149482,get_red
2024-11-10 22:49:53.187701,get_red
2024-11-10 22:49:53.224768,get_red
2024-11-10 22:49:53.262076,get_red
2024-11-10 22:49:53.298430,get_red
2024-11-10 22:49:53.356901,get_red
2024-11-10 22:49:53.406017,get_red
2024-11-10 22:49:53.444395,get_red
2024-11-10 22:49:53.480162,get_red
2024-11-10 22:49:53.518577,get_red
2024-11-10 22:49:53.556482,get_red
2024-11-10 22:49:53.593143,get_red
2024-11-10 22:49:53.629580,get_red
2024-11-10 22:49:53.666905,get_red
2024-11-10 22:49:53.705047,get_red
2024-11-10 22:49:53.741483,get_red
2024-11-10 22:49:53.778569,get_red
2024-11-10 22:49:53.841740,get_red
2024-11-10 22:49:53.899300,get_red
2024-11-10 22:49:53.941724,get_red
2024-11-10 22:49:53.983195,get_red
2024-11-10 22:49:54.024390,get_red
2024-11-10 22:49:54.068902,get_red
2024-11-10 22:49:54.106954,get_red
2024-11-10 22:49:54.150602,get_red
2024-11-10 22:49:54.191664,get_red
2024-11-10 22:49:54.227984,get_red
2024-11-10 22:49:54.263814,get_red
2024-11-10 22:49:54.300228,get_red
2024-11-10 22:49:54.337903,get_red
2024-11-10 22:49:54.374075,get_red
2024-11-10 22:49:54.411398,get_red
2024-11-10 22:49:54.448806,get_red
2024-11-10 22:49:54.488730,get_red
2024-11-10 22:49:54.531163,get_red
2024-11-10 22:49:54.567819,get_red
2024-11-10 22:49:54.602525,get_red
2024-11-10 22:49:54.638822,get_red
2024-11-10 22:49:54.675279,get_red
2024-11-10 22:49:54.711438,get_red
2024-11-10 22:49:54.747407,get_red
2024-11-10 22:49:54.782423,get_red
2024-11-10 22:49:54.818630,get_red
2024-11-10 22:49:54.854267,get_red
2024-11-10 22:49:54.890225,get_red
2024-11-10 22:49:54.928938,get_red
2024-11-10 22:49:54.968016,get_red
2024-11-10 22:49:55.004743,get_red
2024-11-10 22:49:55.047435,get_red
2024-11-10 22:49:55.083070,get_red
2024-11-10 22:49:55.121498,get_red
2024-11-10 22:49:55.159127,get_red
2024-11-10 22:49:55.196006,get_red
2024-11-10 22:49:55.232374,get_red
2024-11-10 22:49:55.269481,get_red
2024-11-10 22:49:55.305498,get_red
2024-11-10 22:49:55.343185,get_red
2024-11-10 22:49:55.378732,get_red
2024-11-10 22:49:55.416554,get_red
2024-11-10 22:49:55.453514,get_red
2024-11-10 22:49:55.492393,get_red
2024-11-10 22:49:55.530728,get_red
2024-11-10 22:49:55.581896,get_red
2024-11-10 22:49:55.619596,get_red
2024-11-10 22:49:55.656711,get_red
2024-11-10 22:49:55.691780,get_red
2024-11-10 22:49:55.729966,get_red
2024-11-10 22:49:55.766219,get_red
2024-11-10 22:49:55.803127,get_red
2024-11-10 22:49:55.838803,get_red
2024-11-10 22:49:55.875366,get_red
2024-11-10 22:49:55.912861,get_red
2024-11-10 22:49:55.952166,get_red
2024-11-10 22:49:55.990746,get_red
2024-11-10 22:49:56.027192,get_red
2024-11-10 22:49:56.063801,get_red
2024-11-10 22:49:56.101670,get_red
2024-11-10 22:49:56.142037,get_red
2024-11-10 22:49:56.182578,get_red
2024-11-10 22:49:56.222149,get_red
2024-11-10 22:49:56.262612,get_red
2024-11-10 22:49:56.297864,get_red
2024-11-10 22:49:56.335648,get_red
2024-11-10 22:49:56.371716,get_red
2024-11-10 22:49:56.406667,get_red
2024-11-10 22:49:56.442609,get_red
2024-11-10 22:49:56.478517,get_red
2024-11-10 22:49:56.515526,get_red
2024-11-10 22:49:56.552315,get_red
2024-11-10 22:49:56.587562,get_red
2024-11-10 22:49:56.625144,get_red
2024-11-10 22:49:56.661957,get_red
2024-11-10 22:49:56.701081,get_red
2024-11-10 22:49:56.741197,get_red
2024-11-10 22:49:56.778381,get_red
2024-11-10 22:49:56.814763,get_red
2024-11-10 22:49:56.851147,get_red
2024-11-10 22:49:56.892707,get_red
2024-11-10 22:49:56.935437,get_red
2024-11-10 22:49:56.975934,get_red
2024-11-10 22:49:57.014563,get_red
2024-11-10 22:49:57.052394,get_red
2024-11-10 22:49:57.088074,get_red
2024-11-10 22:49:57.129674,get_red
2024-11-10 22:49:57.166924,get_red
2024-11-10 22:49:57.205589,get_red
2024-11-10 22:49:57.244397,get_red
2024-11-10 22:49:57.282202,get_red
2024-11-10 22:49:57.320148,get_red
2024-11-10 22:49:57.356638,get_red
2024-11-10 22:49:57.393628,get_red
2024-11-10 22:49:57.430579,get_red
2024-11-10 22:49:57.466954,get_red
2024-11-10 22:49:57.503213,get_red
2024-11-10 22:49:57.541442,get_red
2024-11-10 22:49:57.577663,get_red
2024-11-10 22:49:57.614139,get_red
2024-11-10 22:49:57.650449,get_red
2024-11-10 22:49:57.687747,get_red
2024-11-10 22:49:57.727184,get_red
2024-11-10 22:49:57.779531,get_red
2024-11-10 22:49:57.816543,get_red
2024-11-10 22:49:57.852624,get_red
2024-11-10 22:49:57.909808,get_red
2024-11-10 22:49:57.951974,get_red
2024-11-10 22:49:57.988699,get_red
2024-11-10 22:49:58.025840,get_red
2024-11-10 22:49:58.063256,get_red
2024-11-10 22:49:58.099522,get_red
2024-11-10 22:49:58.137802,get_red
2024-11-10 22:49:58.175264,get_red
2024-11-10 22:49:58.212831,get_red
2024-11-10 22:49:58.249383,get_red
2024-11-10 22:49:58.285038,get_red
2024-11-10 22:49:58.329126,get_red
2024-11-10 22:49:58.367648,get_red
2024-11-10 22:49:58.406222,get_red
2024-11-10 22:49:58.443866,get_red
2024-11-10 22:49:58.479196,get_red
2024-11-10 22:49:58.514120,get_red
2024-11-10 22:49:58.550315,get_red
2024-11-10 22:49:58.588127,get_red
2024-11-10 22:49:58.625170,get_red
2024-11-10 22:49:58.662543,get_red
2024-11-10 22:49:58.698602,get_red
2024-11-10 22:49:58.735337,get_red
2024-11-10 22:49:58.773438,get_red
2024-11-10 22:49:58.810787,get_red
2024-11-10 22:49:58.848035,get_red
2024-11-10 22:49:58.886033,get_red
2024-11-10 22:49:58.922598,get_red
2024-11-10 22:49:58.960116,get_red
2024-11-10 22:49:58.996386,get_red
2024-11-10 22:49:59.034360,get_red
2024-11-10 22:49:59.070943,get_red
2024-11-10 22:49:59.107592,get_red
2024-11-10 22:49:59.145034,get_red
2024-11-10 22:49:59.181850,get_red
